gender,age,no_of_people_contribute_income,relationship_status,children_status,financially_independent,occupation,housing situation,have_roomates,country,living environment,commute,highest level of education attained?,gross_annual_wage,total_portfolio,amount_for_fi,amount_for_re,curr_percentage_of_fi,frequency_of_checking_balance,do_you_move_when_fi,how_financially_stable_childhood_home,parent/guardian_financial_status,did_parent/guardian_teach_about_money,age_when_financially_literate,age_when_learnt_about_fi,education,job,housing_situation,location,spending_habits,frugality,logical_thinking,creativity,drive_for_self_improvement,importance_of_relationship,internet_consumption,introversion,religiousness_level,response_release_consent
Male,21,2,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,<10 minutes,"College graduate, Bachelor's Degree",125000,40000,750000,2000000,5.3,Weekly,Unsure,Somewhat Unstable,Poor,"Yes, only basic savings and budgeting",19,20,No,Yes,Yes,Yes,Yes,4,4,2,3,2,4,4,1,Yes
Male,44,2,Married,Have Children,No,Protective Service Occupations,Own,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",175000,1060000,1600000,1600000,80,Weekly,"Yes, nearby",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",44,40,Yes,Yes,Yes,Yes,Yes,2,5,3,2,4,4,1,1,Yes
Male,24,2,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Own,Yes,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",110000,39000,500000,500000,8,Multiple times per month,No,Extremely Stable,Upper-Middle Class,"Yes, including investing and retirement planning",14,20,No,Yes,Yes,Yes,Yes,5,5,4,3,4,3,3,1,Yes
Male,27,1,"In a relationship, but not married",Do not plan to have children,No,"Education, Training, and Library Occupations",Rent,No,Republic of Korea,Urban,30-60 minutes,"College graduate, Bachelor's Degree",45000,80000,300000,500000,30,Multiple times per week,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",24,24,No,No,Yes,Yes,Yes,4,4,3,2,1,4,3,1,Yes
Female,35,2,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,30-60 minutes,Graduate degree,400000,1600000,5000000,10000000,45,Multiple times per week,No,Mostly Stable,Middle Class,"Yes, including investing and retirement planning",19,23,No,No,Yes,No,Yes,2,5,3,4,5,5,3,2,Yes
Male,28,1,Divorced,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,Work at home,"College graduate, Bachelor's Degree",126000,0,1000000,2500000,2,Multiple times per week,Unsure,Mostly Unstable,Middle Class,"No, we did not talk about it",21,27,No,Yes,Yes,Yes,Yes,4,5,4,5,4,5,3,1,Yes
Male,32,2,Married,Have Children,No,"Education, Training, and Library Occupations",Rent,No,United States of America,Other (please specify),<10 minutes,Graduate degree,100000,57500,600000,750000,3,Daily,Unsure,Mostly Stable,Lower-Middle Class,"No, we did not talk about it",29,31,No,No,No,No,Yes,3,4,2,3,5,4,2,1,Yes
Male,29,2,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,Work at home,"College graduate, Bachelor's Degree",130000,185000,750000,1250000,24,Daily,Unsure,Mostly Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",18,25,No,Yes,Yes,Yes,Yes,5,5,4,4,5,5,4,1,Yes
Male,30,1,"In a relationship, but not married",Undecided,No,Architecture and Engineering Occupations,Rent,Yes,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",110000,200000,850000,1400000,25,Daily,"Yes, within my country",Mostly Unstable,Lower-Middle Class,"No, they were not financially savvy",23,28,No,No,No,No,Yes,3,4,2,4,3,3,4,1,Yes
Female,24,1,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Rent,No,United States of America,Urban,<10 minutes,Some graduate school,77675,90867,890000,1500000,11,Daily,Unsure,Extremely Stable,Wealthy,"Yes, including investing and retirement planning",20,23,No,No,Yes,Yes,Yes,3,5,3,4,5,4,2,3,Yes
Male,28,1,"Single, never married",Undecided,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",90000,160000,625000,1000000,26,Daily,No,Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",12,25,No,No,Yes,Yes,Yes,4,5,2,2,2,3,5,1,Yes
Male,35,2,Married,Plan Children,No,Healthcare Support Occupations,Own,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",250000,190000,1250000,1500000,16,Daily,No,Somewhat Stable,Middle Class,"No, we did not talk about it",32,34,No,No,No,No,No,2,3,2,2,4,5,3,4,Yes
Male,28,1,"Single, never married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,10-30 minutes,"Some college, no degree",60000,65000,600000,600000,10,Multiple times a day,"Yes, within my country",Extremely Stable,Middle Class,"No, we did not talk about it",22,24,Yes,Yes,Yes,Yes,Yes,4,5,2,1,1,5,5,1,Yes
Male,28,2,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",150000,50000,1000000,1500000,10,Daily,Unsure,Mostly Unstable,Middle Class,"No, we did not talk about it",24,26,No,No,Yes,Yes,Yes,4,5,3,5,2,4,4,1,Yes
Male,31,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Suburban,30-60 minutes,Graduate degree,90000,100000,300000,500000,33,Quarterly,Unsure,Somewhat Stable,Middle Class,"No, they were not financially savvy",24,26,No,Yes,Yes,Yes,Yes,4,5,2,3,3,5,5,2,Yes
Male,25,1,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",90000,100000,1000000,1500000,15,Daily,"Yes, within my country",Extremely Stable,Middle Class,"Yes, including investing and retirement planning",23,24,No,No,No,No,Yes,5,5,3,5,5,5,3,3,Yes
Female,24,2,"In a relationship, but not married",Plan Children,No,Other (please specify),Own,No,United States of America,Suburban,10-30 minutes,Graduate degree,215000,200000,3000000,6000000,6.7,Weekly,No,Extremely Stable,Wealthy,"No, we did not talk about it",24,24,No,No,No,No,Yes,3,5,3,4,5,5,5,1,Yes
Male,41,2,Married,Have Children,No,Management Occupations,Own,No,United States of America,Other (please specify),<10 minutes,Graduate degree,125000,250000,700000,30000,5,Daily,No,Somewhat Unstable,Middle Class,"No, they were not financially savvy",30,40,No,No,No,Yes,Yes,3,3,3,3,4,3,3,3,Yes
Male,29,1,Married,Have Children,No,Business and Financial Operations Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",75000,350000,850000,1000000,34,Multiple times per week,"Yes, within my country",Extremely Unstable,Upper-Middle Class,"Yes, only basic savings and budgeting",22,25,No,Yes,Yes,Yes,Yes,3,4,2,3,4,4,4,5,Yes
Male,27,1,"Single, never married",Do not plan to have children,No,Architecture and Engineering Occupations,Rent,Yes,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",62000,26000,750000,1250000,3,Multiple times a day,No,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",17,25,No,Yes,Yes,Yes,Yes,3,4,3,2,1,4,4,1,Yes
Female,52,1,"Single, never married",Do not plan to have children,Yes,Healthcare Support Occupations,Own,No,United States of America,Urban,<10 minutes,Graduate degree,40000,1750000,1500000,2000000,100,Multiple times per week,No,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",45,50,No,No,Yes,No,Yes,4,5,5,3,3,4,3,1,Yes
Female,34,4,"Single, never married",Do not plan to have children,No,Healthcare Support Occupations,Own,Yes,United States of America,Suburban,10-30 minutes,"Some college, no degree",80000,61000,625000,625000,9,Weekly,"Yes, within my country",Somewhat Stable,Poor,"No, they were not financially savvy",34,34,No,Yes,Yes,Yes,Yes,2,3,1,4,4,4,4,1,Yes
Male,24,1,"Single, never married",Plan Children,No,"Installation, Maintenance, and Repair Occupations",Rent,Yes,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",71500,49000,1000000,1500000,5,Weekly,Unsure,Extremely Stable,Wealthy,"No, we did not talk about it",18,20,No,No,Yes,No,Yes,3,4,3,3,4,5,4,5,Yes
Male,24,1,"In a relationship, but not married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,Brazil,Urban,<10 minutes,"College graduate, Bachelor's Degree",20600,8800,150000,300000,10,Weekly,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",16,23,No,Yes,Yes,Yes,Yes,2,5,3,4,4,4,3,1,Yes
Male,24,1,"Single, never married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,Germany,Urban,Work at home,"Some college, no degree",140000,200000,900000,1600000,20,Multiple times per week,Unsure,Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",21,23,No,Yes,Yes,Yes,Yes,3,4,4,4,2,5,4,1,Yes
Female,42,2,Married,Have Children,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",240000,690000,2200000,2200000,46,Multiple times per month,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",24,42,No,No,No,No,Yes,3,4,2,3,4,4,5,1,Yes
Male,24,1,"Single, never married",Plan Children,No,Management Occupations,Rent,No,Poland,Suburban,Work at home,"College graduate, Bachelor's Degree",120000,250000,5000000,10000000,5,Multiple times a day,"Yes, to another country",Extremely Stable,Extremely Wealthy,"Yes, including investing and retirement planning",10,12,No,No,No,No,Yes,5,5,5,5,5,3,1,1,Yes
Male,44,1,"Single, never married",Do not plan to have children,No,Sales and Related Occupations,Own,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",205000,460000,1500000,1500000,31,Daily,"Yes, nearby",Mostly Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",36,43,No,No,No,No,Yes,3,4,4,5,3,5,4,2,Yes
Male,23,0,"Single, never married",Undecided,No,Healthcare Practitioners and Technical Occupations,Rent,Yes,Norway,Urban,<10 minutes,Graduate degree,40000,20000,1200000,2000000,1,Multiple times per week,Unsure,Mostly Stable,Middle Class,"No, we did not talk about it",20,20,No,No,Yes,No,Yes,4,5,3,2,3,5,4,1,Yes
Female,20,1,"Single, never married",Undecided,No,Other (please specify),Rent,Yes,New Zealand,Urban,<10 minutes,"Some college, no degree",28600,37180,715000,1429900,5,Multiple times per week,Unsure,Somewhat Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",15,20,No,No,Yes,Yes,Yes,4,4,2,4,4,4,3,1,Yes
Male,29,2,Married,Have Children,No,Business and Financial Operations Occupations,Own,No,United States of America,Urban,10-30 minutes,Graduate degree,172000,230000,900000,5000000,26.04,Multiple times per week,"Yes, within my country",Mostly Unstable,Middle Class,"No, they were not financially savvy",16,26,No,Yes,Yes,Yes,Yes,4,5,4,4,4,2,1,5,Yes
Male,24,1,"Single, never married",Undecided,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",156000,85000,4000000,35000000,2.5,Multiple times a day,Unsure,Extremely Unstable,Poor,"Yes, only basic savings and budgeting",15,22,Yes,Yes,No,No,Yes,5,4,1,5,5,4,1,1,Yes
Male,40,1,Married,Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,10-30 minutes,"Some college, no degree",114000,310000,750000,900000,20,Weekly,"Yes, to another country",Mostly Stable,Middle Class,"No, we did not talk about it",30,33,No,Yes,No,Yes,Yes,4,3,3,1,2,4,3,1,Yes
Male,27,2,"In a relationship, but not married",Plan Children,No,Legal Occupations,Live with family,No,Australia,Urban,30-60 minutes,Graduate degree,100000,85000,1000000,2000000,18,Multiple times per week,No,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",18,26,No,No,Yes,No,Yes,5,4,4,3,5,4,2,1,Yes
Male,22,2,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Rent,No,United States of America,Suburban,60-90 minutes,"College graduate, Bachelor's Degree",108000,7500,600000,750000,1,Weekly,"Yes, within my country",Mostly Stable,Upper-Middle Class,"No, they were not financially savvy",20,18,Yes,Yes,Yes,Yes,Yes,4,5,3,4,4,5,4,1,Yes
Male,19,2,"In a relationship, but not married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Suburban,10-30 minutes,Associate's Degree or Trade School,60000,11000,1000000,3000000,0.011,Multiple times per week,Unsure,Somewhat Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",18,18,Yes,Yes,No,Yes,Yes,4,4,3,4,3,4,3,2,Yes
Female,24,1,"Single, never married",Do not plan to have children,No,Other (please specify),Own,Yes,New Zealand,Suburban,Work at home,"Some college, no degree",11519,4500,392980,392980,11,Quarterly,"Yes, within my country",Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",23,23,Yes,Yes,Yes,Yes,Yes,3,4,4,3,2,5,5,5,Yes
Male,24,1,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",60000,0,500000,750000,2,Daily,"Yes, to another country",Extremely Unstable,Poor,"No, they were not financially savvy",20,20,No,No,Yes,Yes,Yes,3,4,3,4,5,5,3,1,Yes
Male,25,2,Married,Plan Children,No,Architecture and Engineering Occupations,Rent,Yes,United States of America,Suburban,<10 minutes,Some graduate school,67800,82000,650000,1000000,13,Multiple times per week,"Yes, within my country",Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",21,23,No,No,No,No,Yes,4,5,4,4,2,5,1,1,Yes
Female,37,2,"In a relationship, but not married",Do not plan to have children,No,Healthcare Practitioners and Technical Occupations,Own,No,Netherlands,Suburban,30-60 minutes,Graduate degree,107000,330000,340000,340000,30,Multiple times per week,Unsure,Mostly Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",27,29,No,No,Yes,Yes,Yes,4,4,3,3,3,4,4,1,Yes
Female,28,1,"Single, never married",Plan Children,No,Protective Service Occupations,Rent,No,United States of America,Urban,<10 minutes,Graduate degree,115000,300000,1500000,2000000,20,Multiple times per month,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, including investing and retirement planning",10,25,No,No,No,No,No,2,5,4,5,5,5,4,3,Yes
Male,26,1,Married,Plan Children,No,Management Occupations,Own,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",62000,6000,425000,1000000,1.5,Daily,"Yes, within my country",Extremely Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",24,24,No,No,Yes,Yes,Yes,5,5,5,5,4,5,1,1,Yes
Female,28,1,"In a relationship, but not married",Do not plan to have children,No,Management Occupations,Rent,Yes,United States of America,Urban,<10 minutes,"College graduate, Bachelor's Degree",108000,560000,500000,650000,86,Daily,"Yes, within my country",Mostly Unstable,Lower-Middle Class,"No, they were not financially savvy",15,23,No,No,Yes,No,Yes,4,5,4,4,2,5,3,1,Yes
Male,28,1,"Single, never married",Undecided,No,Other (please specify),Rent,No,United States of America,Rural,<10 minutes,Some graduate school,0,2000,1000000,1000000,0,Multiple times per week,Unsure,Mostly Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",15,25,Yes,Yes,Yes,Yes,Yes,3,4,5,4,2,4,4,1,Yes
Male,36,2,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,60-90 minutes,Multiple graduate degrees,625000,760000,3500000,5000000,20,Monthly,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",32,35,No,Yes,Yes,Yes,Yes,3,5,4,4,4,3,5,1,Yes
Male,27,1,Married,Undecided,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,Graduate degree,280000,200000,1564252,3000000,12,Multiple times per month,Unsure,Mostly Unstable,Middle Class,"Yes, only basic savings and budgeting",19,24,No,Yes,Yes,No,Yes,5,4,4,5,5,5,5,5,Yes
Male,29,1,"Single, never married",Undecided,No,"Life, Physical, and Social Science Occupations",Rent,No,United States of America,Urban,10-30 minutes,Multiple graduate degrees,150000,295000,1000000,1500000,29,Daily,"Yes, to another country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",21,27,No,Yes,Yes,Yes,Yes,5,4,3,4,4,3,2,1,Yes
Male,28,2,Married,Plan Children,No,Legal Occupations,Own,No,United States of America,Rural,<10 minutes,"College graduate, Bachelor's Degree",115000,50000,1200000,1800000,2,Weekly,No,Somewhat Stable,Middle Class,"No, we did not talk about it",22,26,No,No,No,No,Yes,5,5,1,4,3,5,5,1,Yes
Male,27,1,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,10-30 minutes,"Some college, no degree",150000,150000,1000000,1800000,8.3,Monthly,"Yes, within my country",Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",18,26,No,No,Yes,No,Yes,5,4,1,4,4,5,3,1,Yes
Male,27,1,"Single, never married",Do not plan to have children,No,Business and Financial Operations Occupations,Rent,No,Germany,Urban,Work at home,"Some college, no degree",24000,50000,300000,80000,30,Multiple times a day,"Yes, nearby",Extremely Stable,Upper-Middle Class,"Yes, including investing and retirement planning",18,18,Yes,Yes,Yes,Yes,Yes,5,5,3,5,3,5,3,1,Yes
Male,26,2,"In a relationship, but not married",Do not plan to have children,No,Business and Financial Operations Occupations,Rent,No,Finland,Urban,10-30 minutes,"College graduate, Bachelor's Degree",90000,45000,1000000,2000000,2,Multiple times per week,"Yes, to another country",Mostly Stable,Upper-Middle Class,"No, we did not talk about it",24,25,No,Yes,Yes,No,Yes,3,4,2,4,3,4,3,1,Yes
Male,25,1,"Single, never married",Plan Children,No,Other (please specify),Own,No,United States of America,Suburban,10-30 minutes,Graduate degree,72000,83000,625000,1250000,13,Multiple times per week,Unsure,Mostly Unstable,Upper-Middle Class,"No, they were not financially savvy",21,23,No,Yes,Yes,Yes,Yes,2,4,3,4,4,5,4,4,Yes
Male,34,2,"In a relationship, but not married",Undecided,No,"Arts, Design, Entertainment, Sports, and Media Occupations",Rent,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",180000,500000,676000,1060000,41,Daily,"Yes, within my country",Extremely Stable,Middle Class,"Yes, including investing and retirement planning",26,31,No,Yes,Yes,Yes,Yes,4,4,4,4,3,4,4,1,Yes
Male,28,1,"Single, never married",Do not plan to have children,No,Other (please specify),Rent,Yes,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",52000,35000,600000,600000,6,Daily,"Yes, within my country",Somewhat Stable,Poor,"Yes, including investing and retirement planning",22,25,No,No,Yes,No,Yes,4,5,1,4,2,5,4,1,Yes
Male,29,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",150000,170000,900000,900000,20,Multiple times per month,No,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",27,28,No,No,Yes,Yes,Yes,4,4,4,3,3,4,4,1,Yes
Male,30,1,Married,Have Children,No,Business and Financial Operations Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",335000,620000,1400000,1600000,38,Multiple times per week,No,Somewhat Unstable,Middle Class,"No, they were not financially savvy",18,28,No,No,No,No,Yes,4,5,5,5,4,5,4,1,Yes
Male,21,1,"Single, never married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,<10 minutes,"College graduate, Bachelor's Degree",80000,47500,460000,460000,10,Weekly,Unsure,Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",16,17,Yes,Yes,Yes,Yes,Yes,5,5,2,3,3,5,5,1,Yes
Female,36,2,Married,Have Children,No,Legal Occupations,Rent,No,Canada,Urban,10-30 minutes,Graduate degree,400000,1400000,2000000,3000000,75,Daily,No,Extremely Stable,Middle Class,"No, they were not financially savvy",31,31,No,No,Yes,No,Yes,3,3,3,4,5,4,3,2,Yes
Female,28,1,"In a relationship, but not married",Plan Children,No,Healthcare Practitioners and Technical Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",104000,78459,600000,1000000,23,Multiple times per month,Unsure,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",21,27,No,No,Yes,No,Yes,3,5,4,4,4,3,2,2,Yes
Male,37,1,Divorced,Have Children,No,"Education, Training, and Library Occupations",Rent,No,United Arab Emirates,Urban,60-90 minutes,Graduate degree,64000,47000,625000,780000,11,Multiple times a day,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",24,36,No,Yes,Yes,Yes,Yes,4,4,5,4,3,5,3,1,Yes
Male,21,1,"In a relationship, but not married",Plan Children,No,Business and Financial Operations Occupations,Live with family,No,Netherlands,Suburban,30-60 minutes,Graduate degree,30000,80000,800000,1200000,9,Daily,No,Mostly Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",14,17,Yes,Yes,Yes,No,Yes,4,5,2,5,5,3,2,1,Yes
Male,25,1,"Single, never married",Undecided,No,Healthcare Practitioners and Technical Occupations,Rent,Yes,United States of America,Suburban,<10 minutes,Some graduate school,28000,30000,500000,1500000,5,Multiple times per week,"Yes, within my country",Extremely Stable,Wealthy,"Yes, only basic savings and budgeting",25,24,No,No,No,No,No,3,4,3,5,5,5,2,1,Yes
Male,35,2,Married,Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Urban,<10 minutes,Graduate degree,195000,400000,500000,1500000,85,Multiple times per week,"Yes, to another country",Somewhat Stable,Middle Class,"No, we did not talk about it",25,34,No,Yes,Yes,Yes,Yes,2,5,3,4,5,5,2,3,Yes
Female,20,2,"In a relationship, but not married",Plan Children,No,Other (please specify),Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",30000,500,800000,1300000,0,Weekly,"Yes, within my country",Extremely Unstable,Lower-Middle Class,"No, they were not financially savvy",16,18,No,Yes,Yes,No,Yes,4,2,5,4,4,5,5,1,Yes
Male,41,2,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",260000,800000,1250000,1500000,50,Monthly,Unsure,Extremely Unstable,Poor,"No, they were not financially savvy",35,40,No,No,No,No,Yes,2,5,3,4,2,5,4,1,Yes
Male,34,4,Married,Have Children,No,Architecture and Engineering Occupations,Own,No,United States of America,Urban,10-30 minutes,Graduate degree,200000,200000,1300000,1700000,15,Weekly,Unsure,Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",33,33,No,No,No,No,Yes,3,4,4,3,4,3,4,1,Yes
Male,27,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,<10 minutes,Graduate degree,95000,135000,1500000,2000000,8,Multiple times per month,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",20,24,Yes,Yes,No,Yes,Yes,4,4,1,2,2,4,4,1,Yes
Male,26,1,"Single, never married",Plan Children,No,Sales and Related Occupations,Live with family,No,United States of America,Urban,<10 minutes,High School diploma / GED,150000,700000,3500000,5000000,14,Daily,No,Mostly Stable,Middle Class,"No, they were not financially savvy",13,22,No,Yes,Yes,Yes,Yes,5,5,5,5,5,3,3,1,Yes
Male,34,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,Canada,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",180000,200000,800000,1000000,25,Multiple times per week,Unsure,Mostly Stable,Middle Class,"No, we did not talk about it",25,32,No,No,Yes,No,Yes,3,4,3,2,3,5,3,1,Yes
Female,22,2,Married,Undecided,No,Office and Administrative Support Occupations,Rent,No,United States of America,Suburban,10-30 minutes,"Some college, no degree",30000,1000,600000,1200000,1,Multiple times a day,"Yes, to another country",Mostly Stable,Lower-Middle Class,"No, we did not talk about it",12,18,Yes,Yes,Yes,Yes,Yes,3,4,5,3,4,5,5,3,Yes
Male,41,2,Married,Have Children,No,Other (please specify),Own,No,United States of America,Suburban,<10 minutes,Multiple graduate degrees,228000,400000,600000,750000,50,Multiple times per week,"Yes, to another country",Mostly Stable,Middle Class,"No, we did not talk about it",33,40,No,No,Yes,Yes,Yes,2,4,5,4,5,4,4,1,Yes
Male,27,1,"In a relationship, but not married",Plan Children,No,Sales and Related Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",100000,115000,900000,1800000,16,Multiple times a day,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",22,25,Yes,Yes,No,No,No,3,5,2,4,4,4,1,1,Yes
Male,32,1,Divorced,Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",81000,70000,916000,1200000,8,Weekly,Unsure,Somewhat Unstable,Upper-Middle Class,"No, we did not talk about it",30,31,No,No,Yes,Yes,Yes,3,3,2,3,4,4,1,1,Yes
Male,21,1,"In a relationship, but not married",Plan Children,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Urban,30-60 minutes,"Some college, no degree",30000,8000,2000000,3000000,0,Multiple times a day,Unsure,Extremely Stable,Wealthy,"Yes, including investing and retirement planning",10,19,No,No,No,Yes,Yes,2,4,2,3,3,5,2,4,Yes
Male,25,1,"In a relationship, but not married",Undecided,No,Architecture and Engineering Occupations,Rent,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",78000,163500,850000,1000000,19,Multiple times per month,"Yes, within my country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",23,23,No,Yes,Yes,Yes,Yes,4,5,2,5,4,3,3,1,Yes
Male,25,1,"Single, never married",Do not plan to have children,No,Architecture and Engineering Occupations,Rent,Yes,United States of America,Suburban,10-30 minutes,Graduate degree,85000,14000,1500000,1500000,1,Weekly,"Yes, within my country",Mostly Stable,Middle Class,"No, we did not talk about it",23,24,No,No,Yes,Yes,Yes,4,5,3,4,3,5,4,1,Yes
Male,29,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",100000,29000,1200000,1200000,2.5,Daily,"Yes, nearby",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",26,27,No,No,No,No,Yes,2,5,3,4,5,4,3,1,Yes
Male,37,2,Married,Have Children,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",167000,296400,1500000,2650000,10,Multiple times per month,"Yes, nearby",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",22,32,No,No,No,No,Yes,4,5,4,3,4,2,3,1,Yes
Female,24,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Live with family,Yes,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",250000,260000,1000000,2000000,25,Multiple times per month,Unsure,Somewhat Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",16,22,No,Yes,Yes,No,Yes,4,4,4,4,4,3,4,4,Yes
Male,35,1,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Live with family,Yes,Austria,Urban,Work at home,Graduate degree,110000,930000,1000000,1333333,60,Multiple times per week,No,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",12,27,No,No,No,No,Yes,5,5,3,3,4,5,5,1,Yes
